l3_id,l2_id,l1_code,l3_slug,focus_keyword,title_ko,topic_angle,seo_format
49-airbnb-온천-에어비앤비-16,49-airbnb,49,stay-16,온천 에어비앤비,온천 에어비앤비 | 최신 정리,prep,pipe
49-airbnb-아이랑-에어비앤비-17,49-airbnb,49,local-tip-17,아이랑 에어비앤비,아이랑 에어비앤비 | 핵심 총정리,local,pipe
49-airbnb-렌터카-에어비앤비-18,49-airbnb,49,stay-18,렌터카 에어비앤비,"렌터카 에어비앤비 vs 패키지, 어떤 것이 더 좋을까",prep,vs
49-pool-spa-렌터카-풀스파-01,49-pool-spa,49,food-trip-01,렌터카 풀·스파,"렌터카 풀·스파, 알아두면 충분할까?",pairing,ask
49-pool-spa-카페-풀스파-02,49-pool-spa,49,itinerary-1day-02,카페 풀·스파,"카페 풀·스파 vs 자유여행, 어떤 것이 더 좋을까",itinerary,vs
49-pool-spa-3박4일-풀스파-03,49-pool-spa,49,food-trip-03,3박4일 풀·스파,"3박4일 풀·스파 vs 자유여행, 어떤 것이 더 좋을까",pairing,vs
49-pool-spa-친구-풀스파-04,49-pool-spa,49,itinerary-1day-04,친구 풀·스파,"친구 풀·스파, 알아두면 충분할까?",itinerary,ask
49-pool-spa-더운-풀스파-05,49-pool-spa,49,with-kids-05,더운 풀·스파,"더운 풀·스파, 초보자도 가능할까?",family,ask
49-pool-spa-기념일-풀스파-06,49-pool-spa,49,food-trip-06,기념일 풀·스파,"기념일 풀·스파, 완벽 가이드",pairing,summary
49-pool-spa-부모님-풀스파-07,49-pool-spa,49,budget-trip-07,부모님 풀·스파,부모님 풀·스파 | 꿀팁 모음,budget,pipe
49-pool-spa-캠핑카-풀스파-08,49-pool-spa,49,food-trip-08,캠핑카 풀·스파,"캠핑카 풀·스파 vs 패키지, 어떤 것이 더 좋을까",pairing,vs
49-pool-spa-야경-풀스파-09,49-pool-spa,49,weather-season-09,야경 풀·스파,야경 풀·스파 | 핵심 총정리,season,pipe
49-pool-spa-저예산-풀스파-10,49-pool-spa,49,solo-travel-10,저예산 풀·스파,"저예산 풀·스파, 알아두면 충분할까?",solo,ask
49-pool-spa-비행기-풀스파-11,49-pool-spa,49,stay-11,비행기 풀·스파,"비행기 풀·스파 vs 패키지, 어떤 것이 더 좋을까",prep,vs
49-pool-spa-사진-풀스파-12,49-pool-spa,49,itinerary-1day-12,사진 풀·스파,"사진 풀·스파 vs 자유여행, 어떤 것이 더 좋을까",itinerary,vs
49-pool-spa-당일치기-풀스파-13,49-pool-spa,49,weather-season-13,당일치기 풀·스파,당일치기 풀·스파 | 완벽 가이드,season,pipe
49-pool-spa-커플-풀스파-14,49-pool-spa,49,with-kids-14,커플 풀·스파,"커플 풀·스파, 완벽 가이드",family,summary
49-pool-spa-비-오는-풀스파-15,49-pool-spa,49,photo-spot-15,비 오는 풀·스파,"비 오는 풀·스파, 얼마나 걸릴까?",photo,ask
49-pool-spa-일출-풀스파-16,49-pool-spa,49,photo-spot-16,일출 풀·스파,"일출 풀·스파, 초보자도 가능할까?",photo,ask
49-pool-spa-럭셔리-풀스파-17,49-pool-spa,49,solo-travel-17,럭셔리 풀·스파,"럭셔리 풀·스파 vs 패키지, 어떤 것이 더 좋을까",solo,vs
49-pool-spa-ktx-풀스파-18,49-pool-spa,49,with-kids-18,KTX 풀·스파,KTX 풀·스파 | 최신 정리,family,pipe
49-family-room-일출-가족룸-01,49-family-room,49,budget-trip-01,일출 가족룸,"일출 가족룸, 알아두면 충분할까?",budget,ask
49-family-room-럭셔리-가족룸-02,49-family-room,49,booking-02,럭셔리 가족룸,"럭셔리 가족룸, 완벽 가이드",booking,summary
49-family-room-ktx-가족룸-03,49-family-room,49,stay-03,KTX 가족룸,KTX 가족룸 | 꿀팁 모음,prep,pipe
49-family-room-맛집-가족룸-04,49-family-room,49,local-tip-04,맛집 가족룸,"맛집 가족룸, 알아두면 충분할까?",local,ask
49-family-room-1박2일-가족룸-05,49-family-room,49,photo-spot-05,1박2일 가족룸,1박2일 가족룸 | 꿀팁 모음,photo,pipe
49-family-room-혼자-가족룸-06,49-family-room,49,budget-trip-06,혼자 가족룸,"혼자 가족룸, 최신 정리",budget,summary
49-family-room-눈-오는-가족룸-07,49-family-room,49,budget-trip-07,눈 오는 가족룸,눈 오는 가족룸 | 최신 정리,budget,pipe
49-family-room-온천-가족룸-08,49-family-room,49,booking-08,온천 가족룸,"온천 가족룸, 최신 정리",booking,summary
49-family-room-아이랑-가족룸-09,49-family-room,49,weather-season-09,아이랑 가족룸,"아이랑 가족룸, 알아두면 충분할까?",season,ask
49-family-room-렌터카-가족룸-10,49-family-room,49,food-trip-10,렌터카 가족룸,"렌터카 가족룸 vs 자유여행, 어떤 것이 더 좋을까",pairing,vs
49-family-room-카페-가족룸-11,49-family-room,49,local-tip-11,카페 가족룸,"카페 가족룸, 알아두면 충분할까?",local,ask
49-family-room-3박4일-가족룸-12,49-family-room,49,budget-trip-12,3박4일 가족룸,"3박4일 가족룸, 알아두면 충분할까?",budget,ask
49-family-room-친구-가족룸-13,49-family-room,49,itinerary-1day-13,친구 가족룸,"친구 가족룸, 완벽 가이드",itinerary,summary
49-family-room-더운-가족룸-14,49-family-room,49,with-kids-14,더운 가족룸,더운 가족룸 | 꿀팁 모음,family,pipe
49-family-room-기념일-가족룸-15,49-family-room,49,stay-15,기념일 가족룸,기념일 가족룸 | 완벽 가이드,prep,pipe
49-family-room-부모님-가족룸-16,49-family-room,49,stay-16,부모님 가족룸,"부모님 가족룸 vs 자유여행, 어떤 것이 더 좋을까",prep,vs
49-family-room-캠핑카-가족룸-17,49-family-room,49,local-tip-17,캠핑카 가족룸,"캠핑카 가족룸 vs 패키지, 어떤 것이 더 좋을까",local,vs
49-family-room-야경-가족룸-18,49-family-room,49,stay-18,야경 가족룸,"야경 가족룸, 초보자도 가능할까?",prep,ask
49-budget-stay-아이랑-가성비-숙소-01,49-budget-stay,49,weather-season-01,아이랑 가성비 숙소,"아이랑 가성비 숙소, 알아두면 충분할까?",season,ask
49-budget-stay-렌터카-가성비-숙소-02,49-budget-stay,49,stay-02,렌터카 가성비 숙소,"렌터카 가성비 숙소 vs 자유여행, 어떤 것이 더 좋을까",prep,vs
49-budget-stay-카페-가성비-숙소-03,49-budget-stay,49,local-tip-03,카페 가성비 숙소,"카페 가성비 숙소, 완벽 가이드",local,summary
49-budget-stay-3박4일-가성비-숙소-04,49-budget-stay,49,budget-trip-04,3박4일 가성비 숙소,3박4일 가성비 숙소 | 완벽 가이드,budget,pipe
49-budget-stay-친구-가성비-숙소-05,49-budget-stay,49,with-kids-05,친구 가성비 숙소,"친구 가성비 숙소, 초보자도 가능할까?",family,ask
49-budget-stay-더운-가성비-숙소-06,49-budget-stay,49,solo-travel-06,더운 가성비 숙소,"더운 가성비 숙소 vs 패키지, 어떤 것이 더 좋을까",solo,vs
49-budget-stay-기념일-가성비-숙소-07,49-budget-stay,49,itinerary-1day-07,기념일 가성비 숙소,"기념일 가성비 숙소, 얼마나 걸릴까?",itinerary,ask
49-budget-stay-부모님-가성비-숙소-08,49-budget-stay,49,solo-travel-08,부모님 가성비 숙소,부모님 가성비 숙소 | 꿀팁 모음,solo,pipe
49-budget-stay-캠핑카-가성비-숙소-09,49-budget-stay,49,food-trip-09,캠핑카 가성비 숙소,"캠핑카 가성비 숙소, 초보자도 가능할까?",pairing,ask
49-budget-stay-야경-가성비-숙소-10,49-budget-stay,49,budget-trip-10,야경 가성비 숙소,"야경 가성비 숙소, 최신 정리",budget,summary
49-budget-stay-저예산-가성비-숙소-11,49-budget-stay,49,with-kids-11,저예산 가성비 숙소,"저예산 가성비 숙소 vs 패키지, 어떤 것이 더 좋을까",family,vs
49-budget-stay-비행기-가성비-숙소-12,49-budget-stay,49,solo-travel-12,비행기 가성비 숙소,"비행기 가성비 숙소, 알아두면 충분할까?",solo,ask
49-budget-stay-사진-가성비-숙소-13,49-budget-stay,49,booking-13,사진 가성비 숙소,"사진 가성비 숙소, 꿀팁 모음",booking,summary
49-budget-stay-당일치기-가성비-숙소-14,49-budget-stay,49,itinerary-1day-14,당일치기 가성비 숙소,"당일치기 가성비 숙소 vs 패키지, 어떤 것이 더 좋을까",itinerary,vs
49-budget-stay-커플-가성비-숙소-15,49-budget-stay,49,stay-15,커플 가성비 숙소,"커플 가성비 숙소, 핵심 총정리",prep,summary
49-budget-stay-비-오는-가성비-숙소-16,49-budget-stay,49,itinerary-1day-16,비 오는 가성비 숙소,"비 오는 가성비 숙소, 핵심 총정리",itinerary,summary
49-budget-stay-일출-가성비-숙소-17,49-budget-stay,49,local-tip-17,일출 가성비 숙소,"일출 가성비 숙소, 최신 정리",local,summary
49-budget-stay-럭셔리-가성비-숙소-18,49-budget-stay,49,solo-travel-18,럭셔리 가성비 숙소,"럭셔리 가성비 숙소, 얼마나 걸릴까?",solo,ask
49-booking-tips-카페-예약-팁-01,49-booking-tips,49,stay-01,카페 예약 팁,카페 예약 팁 | 완벽 가이드,prep,pipe
49-booking-tips-3박4일-예약-팁-02,49-booking-tips,49,local-tip-02,3박4일 예약 팁,"3박4일 예약 팁 vs 자유여행, 어떤 것이 더 좋을까",local,vs
49-booking-tips-친구-예약-팁-03,49-booking-tips,49,booking-03,친구 예약 팁,"친구 예약 팁, 초보자도 가능할까?",booking,ask
49-booking-tips-더운-예약-팁-04,49-booking-tips,49,solo-travel-04,더운 예약 팁,"더운 예약 팁 vs 자유여행, 어떤 것이 더 좋을까",solo,vs
49-booking-tips-기념일-예약-팁-05,49-booking-tips,49,weather-season-05,기념일 예약 팁,"기념일 예약 팁 vs 자유여행, 어떤 것이 더 좋을까",season,vs
49-booking-tips-부모님-예약-팁-06,49-booking-tips,49,budget-trip-06,부모님 예약 팁,"부모님 예약 팁, 알아두면 충분할까?",budget,ask
49-booking-tips-캠핑카-예약-팁-07,49-booking-tips,49,itinerary-1day-07,캠핑카 예약 팁,"캠핑카 예약 팁 vs 패키지, 어떤 것이 더 좋을까",itinerary,vs
49-booking-tips-야경-예약-팁-08,49-booking-tips,49,budget-trip-08,야경 예약 팁,"야경 예약 팁, 알아두면 충분할까?",budget,ask
49-booking-tips-저예산-예약-팁-09,49-booking-tips,49,stay-09,저예산 예약 팁,"저예산 예약 팁, 초보자도 가능할까?",prep,ask
49-booking-tips-비행기-예약-팁-10,49-booking-tips,49,weather-season-10,비행기 예약 팁,비행기 예약 팁 | 완벽 가이드,season,pipe
49-booking-tips-사진-예약-팁-11,49-booking-tips,49,itinerary-1day-11,사진 예약 팁,"사진 예약 팁, 완벽 가이드",itinerary,summary
49-booking-tips-당일치기-예약-팁-12,49-booking-tips,49,itinerary-1day-12,당일치기 예약 팁,"당일치기 예약 팁, 초보자도 가능할까?",itinerary,ask
49-booking-tips-커플-예약-팁-13,49-booking-tips,49,weather-season-13,커플 예약 팁,"커플 예약 팁, 알아두면 충분할까?",season,ask
49-booking-tips-비-오는-예약-팁-14,49-booking-tips,49,budget-trip-14,비 오는 예약 팁,"비 오는 예약 팁, 핵심 총정리",budget,summary
49-booking-tips-일출-예약-팁-15,49-booking-tips,49,itinerary-1day-15,일출 예약 팁,"일출 예약 팁 vs 패키지, 어떤 것이 더 좋을까",itinerary,vs
49-booking-tips-럭셔리-예약-팁-16,49-booking-tips,49,stay-16,럭셔리 예약 팁,럭셔리 예약 팁 | 핵심 총정리,prep,pipe
49-booking-tips-ktx-예약-팁-17,49-booking-tips,49,solo-travel-17,KTX 예약 팁,KTX 예약 팁 | 핵심 총정리,solo,pipe
49-booking-tips-맛집-예약-팁-18,49-booking-tips,49,weather-season-18,맛집 예약 팁,"맛집 예약 팁, 초보자도 가능할까?",season,ask
49-luxury-resort-맛집-리조트-01,49-luxury-resort,49,stay-01,맛집 리조트,"맛집 리조트, 꿀팁 모음",prep,summary
49-luxury-resort-1박2일-리조트-02,49-luxury-resort,49,food-trip-02,1박2일 리조트,"1박2일 리조트, 완벽 가이드",pairing,summary
49-luxury-resort-혼자-리조트-03,49-luxury-resort,49,booking-03,혼자 리조트,"혼자 리조트, 꿀팁 모음",booking,summary
49-luxury-resort-눈-오는-리조트-04,49-luxury-resort,49,booking-04,눈 오는 리조트,눈 오는 리조트 | 최신 정리,booking,pipe
49-luxury-resort-온천-리조트-05,49-luxury-resort,49,weather-season-05,온천 리조트,"온천 리조트, 핵심 총정리",season,summary
49-luxury-resort-아이랑-리조트-06,49-luxury-resort,49,weather-season-06,아이랑 리조트,"아이랑 리조트, 최신 정리",season,summary
49-luxury-resort-렌터카-리조트-07,49-luxury-resort,49,booking-07,렌터카 리조트,"렌터카 리조트, 최신 정리",booking,summary
49-luxury-resort-카페-리조트-08,49-luxury-resort,49,itinerary-1day-08,카페 리조트,"카페 리조트 vs 패키지, 어떤 것이 더 좋을까",itinerary,vs
49-luxury-resort-3박4일-리조트-09,49-luxury-resort,49,itinerary-1day-09,3박4일 리조트,"3박4일 리조트 vs 자유여행, 어떤 것이 더 좋을까",itinerary,vs
49-luxury-resort-친구-리조트-10,49-luxury-resort,49,itinerary-1day-10,친구 리조트,"친구 리조트 vs 자유여행, 어떤 것이 더 좋을까",itinerary,vs
49-luxury-resort-더운-리조트-11,49-luxury-resort,49,solo-travel-11,더운 리조트,"더운 리조트, 알아두면 충분할까?",solo,ask
49-luxury-resort-기념일-리조트-12,49-luxury-resort,49,booking-12,기념일 리조트,"기념일 리조트 vs 자유여행, 어떤 것이 더 좋을까",booking,vs
49-luxury-resort-부모님-리조트-13,49-luxury-resort,49,weather-season-13,부모님 리조트,"부모님 리조트 vs 자유여행, 어떤 것이 더 좋을까",season,vs
49-luxury-resort-캠핑카-리조트-14,49-luxury-resort,49,booking-14,캠핑카 리조트,"캠핑카 리조트 vs 패키지, 어떤 것이 더 좋을까",booking,vs
49-luxury-resort-야경-리조트-15,49-luxury-resort,49,with-kids-15,야경 리조트,"야경 리조트 vs 패키지, 어떤 것이 더 좋을까",family,vs
49-luxury-resort-저예산-리조트-16,49-luxury-resort,49,with-kids-16,저예산 리조트,저예산 리조트 | 최신 정리,family,pipe
49-luxury-resort-비행기-리조트-17,49-luxury-resort,49,photo-spot-17,비행기 리조트,"비행기 리조트, 얼마나 걸릴까?",photo,ask
49-luxury-resort-사진-리조트-18,49-luxury-resort,49,food-trip-18,사진 리조트,"사진 리조트 vs 자유여행, 어떤 것이 더 좋을까",pairing,vs
50-camping-gear-럭셔리-캠핑-장비-01,50-camping-gear,50,food-trip-01,럭셔리 캠핑 장비,"럭셔리 캠핑 장비 vs 패키지, 어떤 것이 더 좋을까",pairing,vs
50-camping-gear-ktx-캠핑-장비-02,50-camping-gear,50,budget-trip-02,KTX 캠핑 장비,"KTX 캠핑 장비, 꿀팁 모음",budget,summary
50-camping-gear-맛집-캠핑-장비-03,50-camping-gear,50,stay-03,맛집 캠핑 장비,"맛집 캠핑 장비, 초보자도 가능할까?",prep,ask
50-camping-gear-1박2일-캠핑-장비-04,50-camping-gear,50,with-kids-04,1박2일 캠핑 장비,"1박2일 캠핑 장비, 얼마나 걸릴까?",family,ask
50-camping-gear-혼자-캠핑-장비-05,50-camping-gear,50,budget-trip-05,혼자 캠핑 장비,혼자 캠핑 장비 | 핵심 총정리,budget,pipe
50-camping-gear-눈-오는-캠핑-장비-06,50-camping-gear,50,stay-06,눈 오는 캠핑 장비,눈 오는 캠핑 장비 | 핵심 총정리,prep,pipe
50-camping-gear-온천-캠핑-장비-07,50-camping-gear,50,solo-travel-07,온천 캠핑 장비,"온천 캠핑 장비, 얼마나 걸릴까?",solo,ask
50-camping-gear-아이랑-캠핑-장비-08,50-camping-gear,50,booking-08,아이랑 캠핑 장비,"아이랑 캠핑 장비, 얼마나 걸릴까?",booking,ask
50-camping-gear-렌터카-캠핑-장비-09,50-camping-gear,50,itinerary-1day-09,렌터카 캠핑 장비,렌터카 캠핑 장비 | 핵심 총정리,itinerary,pipe
50-camping-gear-카페-캠핑-장비-10,50-camping-gear,50,photo-spot-10,카페 캠핑 장비,"카페 캠핑 장비, 최신 정리",photo,summary
50-camping-gear-3박4일-캠핑-장비-11,50-camping-gear,50,local-tip-11,3박4일 캠핑 장비,3박4일 캠핑 장비 | 최신 정리,local,pipe
50-camping-gear-친구-캠핑-장비-12,50-camping-gear,50,stay-12,친구 캠핑 장비,친구 캠핑 장비 | 완벽 가이드,prep,pipe
50-camping-gear-더운-캠핑-장비-13,50-camping-gear,50,food-trip-13,더운 캠핑 장비,"더운 캠핑 장비, 핵심 총정리",pairing,summary
50-camping-gear-기념일-캠핑-장비-14,50-camping-gear,50,photo-spot-14,기념일 캠핑 장비,"기념일 캠핑 장비, 완벽 가이드",photo,summary
50-camping-gear-부모님-캠핑-장비-15,50-camping-gear,50,with-kids-15,부모님 캠핑 장비,"부모님 캠핑 장비, 핵심 총정리",family,summary
50-camping-gear-캠핑카-캠핑-장비-16,50-camping-gear,50,budget-trip-16,캠핑카 캠핑 장비,"캠핑카 캠핑 장비, 알아두면 충분할까?",budget,ask
50-camping-gear-야경-캠핑-장비-17,50-camping-gear,50,weather-season-17,야경 캠핑 장비,"야경 캠핑 장비, 최신 정리",season,summary
50-camping-gear-저예산-캠핑-장비-18,50-camping-gear,50,stay-18,저예산 캠핑 장비,"저예산 캠핑 장비, 핵심 총정리",prep,summary
50-campsite-카페-캠핑장-01,50-campsite,50,photo-spot-01,카페 캠핑장,"카페 캠핑장, 핵심 총정리",photo,summary
50-campsite-3박4일-캠핑장-02,50-campsite,50,photo-spot-02,3박4일 캠핑장,"3박4일 캠핑장, 완벽 가이드",photo,summary
50-campsite-친구-캠핑장-03,50-campsite,50,with-kids-03,친구 캠핑장,"친구 캠핑장 vs 패키지, 어떤 것이 더 좋을까",family,vs
50-campsite-더운-캠핑장-04,50-campsite,50,solo-travel-04,더운 캠핑장,"더운 캠핑장, 초보자도 가능할까?",solo,ask
50-campsite-기념일-캠핑장-05,50-campsite,50,weather-season-05,기념일 캠핑장,"기념일 캠핑장, 완벽 가이드",season,summary
50-campsite-부모님-캠핑장-06,50-campsite,50,stay-06,부모님 캠핑장,부모님 캠핑장 | 꿀팁 모음,prep,pipe
50-campsite-캠핑카-캠핑장-07,50-campsite,50,booking-07,캠핑카 캠핑장,"캠핑카 캠핑장, 핵심 총정리",booking,summary
50-campsite-야경-캠핑장-08,50-campsite,50,budget-trip-08,야경 캠핑장,야경 캠핑장 | 최신 정리,budget,pipe
50-campsite-저예산-캠핑장-09,50-campsite,50,with-kids-09,저예산 캠핑장,저예산 캠핑장 | 꿀팁 모음,family,pipe
50-campsite-비행기-캠핑장-10,50-campsite,50,booking-10,비행기 캠핑장,비행기 캠핑장 | 핵심 총정리,booking,pipe
50-campsite-사진-캠핑장-11,50-campsite,50,solo-travel-11,사진 캠핑장,"사진 캠핑장, 최신 정리",solo,summary
50-campsite-당일치기-캠핑장-12,50-campsite,50,with-kids-12,당일치기 캠핑장,"당일치기 캠핑장, 알아두면 충분할까?",family,ask
50-campsite-커플-캠핑장-13,50-campsite,50,stay-13,커플 캠핑장,커플 캠핑장 | 핵심 총정리,prep,pipe
50-campsite-비-오는-캠핑장-14,50-campsite,50,stay-14,비 오는 캠핑장,"비 오는 캠핑장 vs 자유여행, 어떤 것이 더 좋을까",prep,vs
50-campsite-일출-캠핑장-15,50-campsite,50,photo-spot-15,일출 캠핑장,"일출 캠핑장 vs 자유여행, 어떤 것이 더 좋을까",photo,vs
50-campsite-럭셔리-캠핑장-16,50-campsite,50,solo-travel-16,럭셔리 캠핑장,"럭셔리 캠핑장 vs 패키지, 어떤 것이 더 좋을까",solo,vs
50-campsite-ktx-캠핑장-17,50-campsite,50,photo-spot-17,KTX 캠핑장,"KTX 캠핑장 vs 패키지, 어떤 것이 더 좋을까",photo,vs
50-campsite-맛집-캠핑장-18,50-campsite,50,food-trip-18,맛집 캠핑장,맛집 캠핑장 | 완벽 가이드,pairing,pipe
50-car-camping-맛집-차박-01,50-car-camping,50,photo-spot-01,맛집 차박,"맛집 차박 vs 패키지, 어떤 것이 더 좋을까",photo,vs
50-car-camping-1박2일-차박-02,50-car-camping,50,local-tip-02,1박2일 차박,1박2일 차박 | 완벽 가이드,local,pipe
50-car-camping-혼자-차박-03,50-car-camping,50,food-trip-03,혼자 차박,혼자 차박 | 최신 정리,pairing,pipe
50-car-camping-눈-오는-차박-04,50-car-camping,50,food-trip-04,눈 오는 차박,"눈 오는 차박 vs 패키지, 어떤 것이 더 좋을까",pairing,vs
50-car-camping-온천-차박-05,50-car-camping,50,food-trip-05,온천 차박,"온천 차박 vs 패키지, 어떤 것이 더 좋을까",pairing,vs
50-car-camping-아이랑-차박-06,50-car-camping,50,booking-06,아이랑 차박,"아이랑 차박, 최신 정리",booking,summary
50-car-camping-렌터카-차박-07,50-car-camping,50,with-kids-07,렌터카 차박,"렌터카 차박 vs 자유여행, 어떤 것이 더 좋을까",family,vs
50-car-camping-카페-차박-08,50-car-camping,50,booking-08,카페 차박,"카페 차박, 얼마나 걸릴까?",booking,ask
50-car-camping-3박4일-차박-09,50-car-camping,50,stay-09,3박4일 차박,"3박4일 차박, 알아두면 충분할까?",prep,ask
50-car-camping-친구-차박-10,50-car-camping,50,food-trip-10,친구 차박,친구 차박 | 꿀팁 모음,pairing,pipe
50-car-camping-더운-차박-11,50-car-camping,50,solo-travel-11,더운 차박,"더운 차박 vs 패키지, 어떤 것이 더 좋을까",solo,vs
50-car-camping-기념일-차박-12,50-car-camping,50,itinerary-1day-12,기념일 차박,"기념일 차박, 완벽 가이드",itinerary,summary
50-car-camping-부모님-차박-13,50-car-camping,50,stay-13,부모님 차박,"부모님 차박, 얼마나 걸릴까?",prep,ask
50-car-camping-캠핑카-차박-14,50-car-camping,50,photo-spot-14,캠핑카 차박,"캠핑카 차박, 최신 정리",photo,summary
50-car-camping-야경-차박-15,50-car-camping,50,stay-15,야경 차박,야경 차박 | 최신 정리,prep,pipe
50-car-camping-저예산-차박-16,50-car-camping,50,booking-16,저예산 차박,저예산 차박 | 꿀팁 모음,booking,pipe
50-car-camping-비행기-차박-17,50-car-camping,50,food-trip-17,비행기 차박,"비행기 차박, 초보자도 가능할까?",pairing,ask
50-car-camping-사진-차박-18,50-car-camping,50,with-kids-18,사진 차박,"사진 차박 vs 패키지, 어떤 것이 더 좋을까",family,vs
50-glamping-혼자-글램핑-01,50-glamping,50,weather-season-01,혼자 글램핑,"혼자 글램핑, 초보자도 가능할까?",season,ask
50-glamping-눈-오는-글램핑-02,50-glamping,50,booking-02,눈 오는 글램핑,"눈 오는 글램핑, 초보자도 가능할까?",booking,ask
50-glamping-온천-글램핑-03,50-glamping,50,stay-03,온천 글램핑,"온천 글램핑 vs 자유여행, 어떤 것이 더 좋을까",prep,vs
50-glamping-아이랑-글램핑-04,50-glamping,50,booking-04,아이랑 글램핑,아이랑 글램핑 | 완벽 가이드,booking,pipe
50-glamping-렌터카-글램핑-05,50-glamping,50,with-kids-05,렌터카 글램핑,"렌터카 글램핑 vs 패키지, 어떤 것이 더 좋을까",family,vs
50-glamping-카페-글램핑-06,50-glamping,50,budget-trip-06,카페 글램핑,카페 글램핑 | 완벽 가이드,budget,pipe
50-glamping-3박4일-글램핑-07,50-glamping,50,with-kids-07,3박4일 글램핑,3박4일 글램핑 | 완벽 가이드,family,pipe
50-glamping-친구-글램핑-08,50-glamping,50,food-trip-08,친구 글램핑,"친구 글램핑 vs 패키지, 어떤 것이 더 좋을까",pairing,vs
50-glamping-더운-글램핑-09,50-glamping,50,budget-trip-09,더운 글램핑,"더운 글램핑, 최신 정리",budget,summary
50-glamping-기념일-글램핑-10,50-glamping,50,stay-10,기념일 글램핑,"기념일 글램핑, 알아두면 충분할까?",prep,ask
50-glamping-부모님-글램핑-11,50-glamping,50,stay-11,부모님 글램핑,"부모님 글램핑, 완벽 가이드",prep,summary
50-glamping-캠핑카-글램핑-12,50-glamping,50,weather-season-12,캠핑카 글램핑,"캠핑카 글램핑, 얼마나 걸릴까?",season,ask
50-glamping-야경-글램핑-13,50-glamping,50,photo-spot-13,야경 글램핑,"야경 글램핑, 알아두면 충분할까?",photo,ask
50-glamping-저예산-글램핑-14,50-glamping,50,food-trip-14,저예산 글램핑,저예산 글램핑 | 핵심 총정리,pairing,pipe
50-glamping-비행기-글램핑-15,50-glamping,50,budget-trip-15,비행기 글램핑,비행기 글램핑 | 꿀팁 모음,budget,pipe
50-glamping-사진-글램핑-16,50-glamping,50,with-kids-16,사진 글램핑,"사진 글램핑 vs 자유여행, 어떤 것이 더 좋을까",family,vs
50-glamping-당일치기-글램핑-17,50-glamping,50,solo-travel-17,당일치기 글램핑,당일치기 글램핑 | 완벽 가이드,solo,pipe
50-glamping-커플-글램핑-18,50-glamping,50,photo-spot-18,커플 글램핑,"커플 글램핑 vs 패키지, 어떤 것이 더 좋을까",photo,vs
50-backpacking-ktx-백패킹-01,50-backpacking,50,photo-spot-01,KTX 백패킹,"KTX 백패킹, 초보자도 가능할까?",photo,ask
50-backpacking-맛집-백패킹-02,50-backpacking,50,weather-season-02,맛집 백패킹,"맛집 백패킹, 핵심 총정리",season,summary
50-backpacking-1박2일-백패킹-03,50-backpacking,50,with-kids-03,1박2일 백패킹,1박2일 백패킹 | 완벽 가이드,family,pipe
50-backpacking-혼자-백패킹-04,50-backpacking,50,solo-travel-04,혼자 백패킹,"혼자 백패킹, 최신 정리",solo,summary
50-backpacking-눈-오는-백패킹-05,50-backpacking,50,itinerary-1day-05,눈 오는 백패킹,눈 오는 백패킹 | 최신 정리,itinerary,pipe
50-backpacking-온천-백패킹-06,50-backpacking,50,itinerary-1day-06,온천 백패킹,온천 백패킹 | 핵심 총정리,itinerary,pipe
50-backpacking-아이랑-백패킹-07,50-backpacking,50,solo-travel-07,아이랑 백패킹,"아이랑 백패킹, 얼마나 걸릴까?",solo,ask
50-backpacking-렌터카-백패킹-08,50-backpacking,50,budget-trip-08,렌터카 백패킹,"렌터카 백패킹, 완벽 가이드",budget,summary
50-backpacking-카페-백패킹-09,50-backpacking,50,photo-spot-09,카페 백패킹,"카페 백패킹, 완벽 가이드",photo,summary
50-backpacking-3박4일-백패킹-10,50-backpacking,50,stay-10,3박4일 백패킹,"3박4일 백패킹, 완벽 가이드",prep,summary
50-backpacking-친구-백패킹-11,50-backpacking,50,local-tip-11,친구 백패킹,"친구 백패킹 vs 패키지, 어떤 것이 더 좋을까",local,vs
50-backpacking-더운-백패킹-12,50-backpacking,50,local-tip-12,더운 백패킹,더운 백패킹 | 핵심 총정리,local,pipe
50-backpacking-기념일-백패킹-13,50-backpacking,50,stay-13,기념일 백패킹,기념일 백패킹 | 핵심 총정리,prep,pipe
50-backpacking-부모님-백패킹-14,50-backpacking,50,solo-travel-14,부모님 백패킹,"부모님 백패킹, 초보자도 가능할까?",solo,ask
50-backpacking-캠핑카-백패킹-15,50-backpacking,50,food-trip-15,캠핑카 백패킹,"캠핑카 백패킹 vs 자유여행, 어떤 것이 더 좋을까",pairing,vs
50-backpacking-야경-백패킹-16,50-backpacking,50,food-trip-16,야경 백패킹,"야경 백패킹, 완벽 가이드",pairing,summary
50-backpacking-저예산-백패킹-17,50-backpacking,50,solo-travel-17,저예산 백패킹,"저예산 백패킹 vs 패키지, 어떤 것이 더 좋을까",solo,vs
50-backpacking-비행기-백패킹-18,50-backpacking,50,stay-18,비행기 백패킹,"비행기 백패킹, 꿀팁 모음",prep,summary
50-fire-cooking-캠핑카-불멍캠핑-요리-01,50-fire-cooking,50,with-kids-01,캠핑카 불멍·캠핑 요리,캠핑카 불멍·캠핑 요리 | 꿀팁 모음,family,pipe
50-fire-cooking-야경-불멍캠핑-요리-02,50-fire-cooking,50,weather-season-02,야경 불멍·캠핑 요리,야경 불멍·캠핑 요리 | 꿀팁 모음,season,pipe
