l2_id,l1_code,l2_slug,name_ko,description,sort_order,model,generated_at
11-train-trip,11,train-trip,기차 여행,기차를 이용한 낭만적인 여행 코스와 철도 이용 꿀팁을 소개합니다.,43,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-hotel-vacation,11,hotel-vacation,호캉스,호텔에서 즐기는 휴식을 위한 추천 숙소와 호캉스 즐기는 법을 안내합니다.,44,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-layover-airport,11,layover-airport,환승 공항,공항 환승 시 유용한 대기 시간 활용법과 시설 이용 정보를 제공합니다.,45,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-travel-insurance,11,travel-insurance,여행 보험,안전한 여행을 위한 여행자 보험 가입 방법과 보장 범위를 안내합니다.,46,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-travel-apps,11,travel-apps,여행 앱,여행의 질을 높여주는 필수 모바일 앱 추천과 활용법을 소개합니다.,47,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-packing-tips,11,packing-tips,짐 싸기,여행 목적에 맞는 효율적인 짐 싸기 노하우와 체크리스트를 제공합니다.,48,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-travel-phrases,11,travel-phrases,여행 회화,해외여행 시 현지에서 바로 활용 가능한 필수 외국어 회화를 정리합니다.,49,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-attraction-reservation,11,attraction-reservation,관광지 예약,주요 관광지 입장권 및 투어 상품을 저렴하게 예약하는 방법을 안내합니다.,50,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-local-transportation,11,local-transportation,현지 교통,여행지에서 대중교통 및 렌터카를 편리하게 이용하는 방법을 설명합니다.,51,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-passport-issuance,11,passport-issuance,여권 발급,"여권 발급 절차와 준비물, 주의사항 등 행정 정보를 안내합니다.",52,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-flight-reservation,11,flight-reservation,항공권 예약,항공권 최저가 검색 및 예약 시 고려해야 할 팁을 제공합니다.,53,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-accommodation-reservation,11,accommodation-reservation,숙소 예약,숙소 유형별 예약 방법과 실패 없는 숙소 선택 노하우를 공유합니다.,54,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-travel-expenses,11,travel-expenses,여행 경비,여행 예산 관리 방법과 경비를 절약할 수 있는 실질적인 팁을 제공합니다.,55,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-singapore-trip,11,singapore-trip,싱가포르 여행,싱가포르 여행을 위한 주요 관광지 정보와 여행 가이드를 제공합니다.,56,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-philippines-trip,11,philippines-trip,필리핀 여행,필리핀 여행을 위한 주요 관광지 정보와 여행 가이드를 제공합니다.,57,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-australia-trip,11,australia-trip,호주 여행,호주 여행을 위한 주요 관광지 정보와 여행 가이드를 제공합니다.,58,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-canada-trip,11,canada-trip,캐나다 여행,캐나다 여행을 위한 주요 관광지 정보와 여행 가이드를 제공합니다.,59,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-hongkong-trip,11,hongkong-trip,홍콩 여행,홍콩 여행을 위한 주요 관광지 정보와 여행 가이드를 제공합니다.,60,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-macao-trip,11,macao-trip,마카오 여행,마카오 여행을 위한 주요 관광지 정보와 여행 가이드를 제공합니다.,61,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-spain-trip,11,spain-trip,스페인 여행,스페인 여행을 위한 주요 관광지 정보와 여행 가이드를 제공합니다.,62,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-italy-trip,11,italy-trip,이탈리아 여행,이탈리아 여행을 위한 주요 관광지 정보와 여행 가이드를 제공합니다.,63,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-france-trip,11,france-trip,프랑스 여행,프랑스 여행을 위한 주요 관광지 정보와 여행 가이드를 제공합니다.,64,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-uk-trip,11,uk-trip,영국 여행,영국 여행을 위한 주요 관광지 정보와 여행 가이드를 제공합니다.,65,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-winter-overseas-trip,11,winter-overseas-trip,겨울 해외여행,겨울철 떠나기 좋은 해외 여행지 추천과 관련 실용 정보를 제공합니다.,66,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-summer-overseas-trip,11,summer-overseas-trip,여름 해외여행,여름철 떠나기 좋은 해외 여행지 추천과 관련 실용 정보를 제공합니다.,67,scout+gemini,2026-06-05T07:20:10.657415+00:00
12-culture-criticism,12,culture-criticism,문화 비평,"영화, 음악, 미술 등 문화에 대한 비평",3,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
12-literature-review,12,literature-review,문학 리뷰,책 리뷰 및 작가 소개,4,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
12-world-culture,12,world-culture,세계 문화,전 세계 다양한 문화 소개,5,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
12-liberal-arts-lecture,12,liberal-arts-lecture,교양 강의,교양 과목 관련 강의 및 자료,6,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
12-knowledge-game,12,knowledge-game,지식 놀이,"퀴즈, 게임 등 지식 기반 놀이",7,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
12-common-knowledge-dictionary,12,common-knowledge-dictionary,상식 사전,일상 생활에 필요한 상식 모음,8,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
12-academic-research,12,academic-research,학술 연구,다양한 학술 분야 연구 소개,9,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
12-cultural-exploration,12,cultural-exploration,문화 탐구,문화 현상 탐구 및 분석,10,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
12-essay-guide,12,essay-guide,논술 가이드,논술 작성법 및 팁,11,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
12-humanities-knowledge,12,humanities-knowledge,인문 지식,인문학 관련 지식 및 정보,13,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
12-education-information,12,education-information,교육 정보,교육 관련 정보 및 자료,15,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
12-history-stories,12,history-stories,역사 이야기,한국사와 세계사의 주요 사건 및 인물을 흥미롭게 풀어낸 역사 콘텐츠입니다.,16,scout+gemini,2026-06-05T07:20:10.657415+00:00
12-science-facts,12,science-facts,과학 상식,일상 속 궁금증을 해결해 주는 자연 과학 및 최신 기술 관련 지식입니다.,17,scout+gemini,2026-06-05T07:20:10.657415+00:00
12-philosophy-intro,12,philosophy-intro,철학 입문,복잡한 철학 이론과 사상가의 핵심 개념을 쉽게 이해할 수 있도록 정리한 콘텐츠입니다.,18,scout+gemini,2026-06-05T07:20:10.657415+00:00
12-psychology-facts,12,psychology-facts,심리학 상식,인간의 행동과 마음을 이해하는 심리학 이론 및 흥미로운 실험 사례를 다룹니다.,19,scout+gemini,2026-06-05T07:20:10.657415+00:00
12-law-facts,12,law-facts,법률 상식,생활 속에서 꼭 알아야 할 법률 지식과 관련 판례를 알기 쉽게 설명합니다.,20,scout+gemini,2026-06-05T07:20:10.657415+00:00
12-book-recommendations,12,book-recommendations,독서 추천,분야별 도서 리뷰와 독서 가이드를 통해 양질의 읽을거리를 제안합니다.,21,scout+gemini,2026-06-05T07:20:10.657415+00:00
12-art-appreciation,12,art-appreciation,미술 감상,유명 미술 작품의 배경과 작가의 예술 세계를 깊이 있게 탐구합니다.,22,scout+gemini,2026-06-05T07:20:10.657415+00:00
12-history-in-movies,12,history-in-movies,영화로 보는 역사,영화 속 배경이 된 역사적 사건과 실화를 통해 역사를 입체적으로 조명합니다.,24,scout+gemini,2026-06-05T07:20:10.657415+00:00
12-classical-music,12,classical-music,클래식 음악,클래식 명곡의 탄생 배경과 작곡가의 삶을 통해 음악적 교양을 넓힙니다.,25,scout+gemini,2026-06-05T07:20:10.657415+00:00
13-dog-training,13,dog-training,강아지 훈련,강아지 훈련 방법 및 팁,1,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
13-cat-food,13,cat-food,고양이 사료,고양이 사료 추천 및 리뷰,2,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
13-pet-insurance,13,pet-insurance,펫 보험,펫 보험 정보 및 추천,3,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
13-pet-hospital,13,pet-hospital,반려동물 병원,반려동물 병원 정보 및 리뷰,4,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
13-pet-product-review,13,pet-product-review,펫 용품 리뷰,펫 용품 리뷰 및 추천,5,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
13-dog-health,13,dog-health,강아지 건강,강아지 건강 정보 및 팁,6,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
13-cat-behavior,13,cat-behavior,고양이 행동,고양이 행동 이해 및 팁,7,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
13-pet-grooming,13,pet-grooming,반려동물 미용,반려동물 미용 정보 및 팁,9,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
13-pet-communication,13,pet-communication,펫 커뮤니케이션,펫 커뮤니케이션 팁 및 정보,10,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
13-dog-play,13,dog-play,강아지 놀이,강아지 놀이 방법 및 팁,11,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
13-cat-playground,13,cat-playground,고양이 놀이터,고양이 놀이터 추천 및 리뷰,12,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
13-pet-photography,13,pet-photography,펫 사진 촬영,펫 사진 촬영 팁 및 정보,13,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
13-pet-etiquette,13,pet-etiquette,반려동물 예절,반려동물 예절 정보 및 팁,14,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
13-pet-living-tips,13,pet-living-tips,펫 생활 팁,펫 생활 팁 및 정보,15,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
13-poodle-care,13,poodle-care,푸들 케어,"푸들 맞춤형 건강 관리, 미용법 및 행동 훈련 정보를 제공합니다.",16,scout+gemini,2026-06-05T07:04:38.671091+00:00
13-maltese-care,13,maltese-care,말티즈 케어,"말티즈 맞춤형 건강 관리, 미용법 및 행동 훈련 정보를 제공합니다.",17,scout+gemini,2026-06-05T07:04:38.671091+00:00
13-cat-litter-box,13,cat-litter-box,고양이 화장실,"고양이 화장실 위생 관리, 청소법 및 적합한 제품 정보를 공유합니다.",18,scout+gemini,2026-06-05T07:04:38.671091+00:00
13-senior-dog-care,13,senior-dog-care,노견 케어,"노령견의 건강 관리, 영양 공급 및 편안한 생활을 위한 팁을 제공합니다.",19,scout+gemini,2026-06-05T07:04:38.671091+00:00
13-adopting-a-pet,13,adopting-a-pet,반려견 입양,반려견 입양 전 준비 사항과 필수 절차 및 초기 적응 팁을 안내합니다.,20,scout+gemini,2026-06-05T07:04:38.671091+00:00
13-multi-cat-household,13,multi-cat-household,다묘 가정,"다묘 가정의 환경 조성, 고양이 간 관계 개선 및 관리 노하우를 공유합니다.",21,scout+gemini,2026-06-05T07:04:38.671091+00:00
13-golden-retriever-care,13,golden-retriever-care,골든리트리버 케어,골든리트리버의 건강 관리와 미용법을 다룹니다.,22,scout+gemini,2026-06-05T07:20:10.657415+00:00
13-shih-tzu-care,13,shih-tzu-care,시츄 케어,시츄의 건강 관리와 미용법을 다룹니다.,23,scout+gemini,2026-06-05T07:20:10.657415+00:00
13-bichon-care,13,bichon-care,비숑 케어,비숑의 건강 관리와 미용법을 다룹니다.,24,scout+gemini,2026-06-05T07:20:10.657415+00:00
13-welsh-corgi-care,13,welsh-corgi-care,웰시코기 케어,웰시코기의 건강 관리와 미용법을 다룹니다.,25,scout+gemini,2026-06-05T07:20:10.657415+00:00
13-pomeranian-care,13,pomeranian-care,포메라니안 케어,포메라니안의 건강 관리와 미용법을 다룹니다.,26,scout+gemini,2026-06-05T07:20:10.657415+00:00
13-cat-health,13,cat-health,고양이 건강,고양이의 질병 예방과 건강 관리법을 다룹니다.,27,scout+gemini,2026-06-05T07:20:10.657415+00:00
13-adopting-a-cat,13,adopting-a-cat,반려묘 입양,고양이 입양 준비 과정과 초기 관리 팁을 다룹니다.,28,scout+gemini,2026-06-05T07:20:10.657415+00:00
13-cat-treats,13,cat-treats,고양이 간식,고양이 간식의 종류와 올바른 급여 방법을 다룹니다.,29,scout+gemini,2026-06-05T07:20:10.657415+00:00
13-cat-grooming,13,cat-grooming,고양이 그루밍,고양이의 위생 관리와 그루밍 방법을 다룹니다.,30,scout+gemini,2026-06-05T07:20:10.657415+00:00
13-dog-food,13,dog-food,강아지 사료,강아지 사료의 종류와 영양 성분 정보를 다룹니다.,31,scout+gemini,2026-06-05T07:20:10.657415+00:00
13-dog-treats,13,dog-treats,강아지 간식,강아지 간식의 종류와 올바른 급여 방법을 다룹니다.,32,scout+gemini,2026-06-05T07:20:10.657415+00:00
13-pet-travel,13,pet-travel,반려동물 여행,반려동물 동반 여행지 및 숙소 정보를 다룹니다.,33,scout+gemini,2026-06-05T07:20:10.657415+00:00
13-pet-hotel,13,pet-hotel,펫 호텔,반려동물 위탁 시설 및 호텔 이용 정보를 다룹니다.,34,scout+gemini,2026-06-05T07:20:10.657415+00:00
13-dog-walking,13,dog-walking,강아지 산책,강아지 산책 시 주의사항과 건강 관리법을 다룹니다.,35,scout+gemini,2026-06-05T07:20:10.657415+00:00
14-camping-gear,14,camping-gear,캠핑 장비,캠핑용품 리뷰 및 추천,1,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
14-hiking-guide,14,hiking-guide,등산 가이드,등산로 정보 및 등산 팁,2,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
14-outdoor-fashion,14,outdoor-fashion,아웃도어 패션,아웃도어 활동 위한 패션 아이템,3,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
14-fishing-tips,14,fishing-tips,낚시 팁,낚시 기술 및 낚시터 정보,4,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
14-car-camping-trip,14,car-camping-trip,차박 여행,차박 여행지 및 차박 팁,5,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
14-camping-cooking,14,camping-cooking,캠핑 요리,캠핑 요리법 및 식재료 정보,6,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
14-hiking-health,14,hiking-health,등산 건강,등산 관련 건강 정보 및 안전 팁,7,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
14-outdoor-safety,14,outdoor-safety,아웃도어 안전,아웃도어 활동 관련 안전 정보,8,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
14-camping-sites,14,camping-sites,캠핑 장소,캠핑장 정보 및 추천,9,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
14-hiking-gear,14,hiking-gear,등산 장비,등산용품 리뷰 및 추천,10,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
14-fishing-gear,14,fishing-gear,낚시 장비,낚시용품 리뷰 및 추천,11,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
14-car-camping-essentials,14,car-camping-essentials,차박 준비물,차박 여행 준비물 정보,12,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
14-outdoor-events,14,outdoor-events,아웃도어 이벤트,아웃도어 관련 이벤트 정보,13,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
14-camping-tips,14,camping-tips,캠핑 노하우,캠핑 관련 팁 및 노하우,14,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
14-hiking-community,14,hiking-community,등산 커뮤니티,등산 관련 커뮤니티 정보,15,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
14-kangwon-camping,14,kangwon-camping,강원 캠핑,강원도 지역의 캠핑장 추천과 지역별 캠핑 명소 정보를 제공합니다.,16,scout+gemini,2026-06-05T07:19:20.049758+00:00
14-jeju-camping,14,jeju-camping,제주 캠핑,제주도 캠핑장 추천 및 제주 캠핑 여행을 위한 필수 정보를 다룹니다.,17,scout+gemini,2026-06-05T07:19:20.049758+00:00
14-winter-camping,14,winter-camping,겨울 캠핑,동계 캠핑을 위한 장비 준비법과 겨울철 캠핑장 추천 정보를 제공합니다.,18,scout+gemini,2026-06-05T07:19:20.049758+00:00
14-summer-camping,14,summer-camping,여름 캠핑,여름철 캠핑을 위한 냉방 장비와 시원한 캠핑장 추천 정보를 다룹니다.,19,scout+gemini,2026-06-05T07:19:20.049758+00:00
14-tent-recommend,14,tent-recommend,텐트 추천,캠핑 스타일별 최적의 텐트 모델과 구매 가이드를 제공합니다.,20,scout+gemini,2026-06-05T07:19:20.049758+00:00
14-sleeping-bag-recommend,14,sleeping-bag-recommend,침낭 추천,계절별 및 용도별 캠핑 침낭 선택 가이드와 제품 정보를 다룹니다.,21,scout+gemini,2026-06-05T07:19:20.049758+00:00
14-camping-burner,14,camping-burner,캠핑 버너,다양한 캠핑 버너의 종류와 사용법 및 추천 제품을 소개합니다.,22,scout+gemini,2026-06-05T07:19:20.049758+00:00
14-camping-lantern,14,camping-lantern,캠핑 랜턴,캠핑장 분위기를 밝혀줄 랜턴의 종류와 추천 제품 정보를 제공합니다.,23,scout+gemini,2026-06-05T07:19:20.049758+00:00
14-gyeonggi-hiking,14,gyeonggi-hiking,경기 등산,경기도 지역의 등산 코스 추천 및 산행 정보를 제공합니다.,24,scout+gemini,2026-06-05T07:19:20.049758+00:00
14-jeju-hiking,14,jeju-hiking,제주 등산,제주도 한라산 및 오름 등 주요 등산 코스 정보를 다룹니다.,25,scout+gemini,2026-06-05T07:19:20.049758+00:00
14-fishing-spot-info,14,fishing-spot-info,낚시터 정보,전국 주요 낚시터 위치와 어종별 낚시 포인트 정보를 제공합니다.,26,scout+gemini,2026-06-05T07:19:20.049758+00:00
14-sea-fishing,14,sea-fishing,바다낚시,바다낚시 입문 가이드와 주요 포인트 및 장비 정보를 다룹니다.,27,scout+gemini,2026-06-05T07:19:20.049758+00:00
14-spring-camping,14,spring-camping,봄 캠핑,봄철 캠핑을 위한 필수 준비물과 추천 캠핑장을 소개합니다.,28,scout+gemini,2026-06-05T07:20:10.657415+00:00
14-autumn-camping,14,autumn-camping,가을 캠핑,가을철 캠핑을 위한 필수 준비물과 추천 캠핑장을 소개합니다.,29,scout+gemini,2026-06-05T07:20:10.657415+00:00
14-backpacking,14,backpacking,백패킹,백패킹 명소 추천과 초보자를 위한 장비 가이드를 제공합니다.,30,scout+gemini,2026-06-05T07:20:10.657415+00:00
14-trekking,14,trekking,트레킹,국내외 트레킹 코스 정보와 안전한 산행을 위한 팁을 공유합니다.,31,scout+gemini,2026-06-05T07:20:10.657415+00:00
14-water-play-camping,14,water-play-camping,물놀이 캠핑,여름철 물놀이를 즐길 수 있는 캠핑장 추천 및 안전 수칙을 안내합니다.,32,scout+gemini,2026-06-05T07:20:10.657415+00:00
14-solo-camping,14,solo-camping,솔로 캠핑,혼자 떠나는 캠핑을 위한 장비 구성과 솔로 캠핑장 정보를 제공합니다.,33,scout+gemini,2026-06-05T07:20:10.657415+00:00
14-wild-camping,14,wild-camping,노지 캠핑,자연 그대로를 즐기는 노지 캠핑의 준비물과 주의사항을 다룹니다.,34,scout+gemini,2026-06-05T07:20:10.657415+00:00
14-glamping,14,glamping,글램핑,편안한 휴식을 위한 전국 글램핑장 추천 및 이용 가이드를 제공합니다.,35,scout+gemini,2026-06-05T07:20:10.657415+00:00
14-hiking-shoes,14,hiking-shoes,등산화,용도별 등산화 추천 및 올바른 사이즈 선택법을 안내합니다.,36,scout+gemini,2026-06-05T07:20:10.657415+00:00
14-backpack-recommendation,14,backpack-recommendation,배낭 추천,산행 및 캠핑 목적에 맞는 최적의 배낭을 추천합니다.,37,scout+gemini,2026-06-05T07:20:10.657415+00:00
14-hiking-stick,14,hiking-stick,등산 스틱,등산 스틱의 종류별 특징과 올바른 사용법을 상세히 설명합니다.,38,scout+gemini,2026-06-05T07:20:10.657415+00:00
14-camping-chair,14,camping-chair,캠핑 의자,휴대성과 편의성을 고려한 캠핑 의자 선택 가이드를 제공합니다.,39,scout+gemini,2026-06-05T07:20:10.657415+00:00
14-camping-table,14,camping-table,캠핑 테이블,캠핑 스타일별 적합한 테이블 추천 및 비교 정보를 제공합니다.,40,scout+gemini,2026-06-05T07:20:10.657415+00:00
14-kid-camping,14,kid-camping,아이 캠핑,아이와 함께 안전하고 즐겁게 캠핑하는 노하우를 공유합니다.,41,scout+gemini,2026-06-05T07:20:10.657415+00:00
14-freshwater-fishing,14,freshwater-fishing,민물낚시,민물낚시 입문자를 위한 장비 추천 및 포인트 공략법을 다룹니다.,42,scout+gemini,2026-06-05T07:20:10.657415+00:00
10-baby-meal,16,baby-meal,유아 식단,성장기 아이들을 위한 영양 균형 잡힌 식단과 레시피를 제공합니다.,30,scout+gemini,2026-06-05T07:19:20.049758+00:00
10-baby-snack,16,baby-snack,유아 간식,성장기 아이들을 위한 건강하고 영양가 높은 간식 레시피를 제안합니다.,45,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-game-review,18,game-review,게임 리뷰,PC·콘솔·모바일 게임 리뷰,10,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
05-esports,18,esports,e스포츠,전자 스포츠 경기의 분석 및 선수 관련 소식을 다룹니다.,25,scout+gemini,2026-06-05T07:20:10.657415+00:00
