l3_id,l2_id,l1_code,l3_slug,focus_keyword,title_ko,search_intent,topic_angle,description,model,generated_at,tier,quality_score,drop_reason,pilot_phase,l1_name_ko,l2_name_ko,seo_priority,pick_rank
13-dog-health-dog-dental-care-awareness,13-dog-health,13,dog-dental-care-awareness,강아지 치아 건강 인식기간,강아지 치아 건강 인식기간과 올바른 관리법,howto,tip,강아지 치아 건강 인식기간과 관리에 대한 가이드,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 건강,S,5
13-dog-health-dog-diabetes-management,13-dog-health,13,dog-diabetes-management,강아지 당뇨병 관리,강아지 당뇨병 관리 방법과 식사 요령,howto,howto,강아지 당뇨병의 증상과 식사 관리 방법,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 건강,S,6
13-dog-health-dog-dry-skin-care,13-dog-health,13,dog-dry-skin-care,강아지 건조한 피부 관리법,강아지 건조한 피부 관리법과 추천 제품,howto,tip,강아지 건조한 피부 관리 방법과 제품 추천,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 건강,S,7
13-dog-health-dog-dry-skin-solutions,13-dog-health,13,dog-dry-skin-solutions,강아지 피부 건조해소법,강아지 피부 건조증상 완화하는 방법,howto,tip,강아지 피부 건조를 완화하는 실용적인 방법,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 건강,S,8
13-dog-health-dog-ear-health-care,13-dog-health,13,dog-ear-health-care,강아지 귀 건강 관리,강아지 귀 건강을 유지하는 방법,howto,howto,강아지 귀 건강을 유지하기 위한 실용적인 방법,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 건강,S,9
13-dog-health-dog-eye-disease-prevention,13-dog-health,13,dog-eye-disease-prevention,강아지 눈질환 예방법,강아지 눈질환 예방법과 건강한 눈 관리 방법,howto,start,강아지의 눈 건강을 유지하는 방법과 예방법,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 건강,S,10
13-dog-health-dog-gastroenteritis-diagnosis,13-dog-health,13,dog-gastroenteritis-diagnosis,강아지 장염 진단과 치료,강아지 장염 진단법과 효과적인 치료 방법,howto,tip,강아지 장염의 원인과 치료법 및 예방 방법,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 건강,S,11
13-dog-health-dog-glucose-management,13-dog-health,13,dog-glucose-management,강아지 포도당 관리법,강아지 포도당 관리법과 건강한 식사 방법,howto,howto,강아지의 포도당을 관리하는 방법과 식사 팁,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 건강,S,12
13-cat-food-cat-food-calculator,13-cat-food,13,cat-food-calculator,고양이 사료 계산기,고양이 사료 계산기: 하루 필요량 계산 방법,howto,howto,고양이 사료 하루 필요량을 계산하는 방법을 알려드립니다.,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,고양이 사료,S,1
13-cat-food-cat-food-digestion-problem,13-cat-food,13,cat-food-digestion-problem,고양이 사료 소화 안될 때,고양이 사료 소화 안될 때 대처법: 소화율·섞어먹는 방법,howto,tip,고양이 사료 소화 문제를 해결하는 방법,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,고양이 사료,S,2
13-cat-food-cat-food-flavor-choice,13-cat-food,13,cat-food-flavor-choice,고양이 사료 좋아하는 맛 선택법,고양이가 좋아하는 사료 맛 고르는 팁,howto,tip,고양이가 선호하는 사료 맛을 선택하는 팁을 제공합니다.,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,고양이 사료,S,3
13-cat-food-cat-food-free-trial,13-cat-food,13,cat-food-free-trial,고양이 사료 무료 체험단,고양이 사료 무료 체험단 신청 방법과 후기,howto,tip,고양이 사료 무료 체험단 신청 방법과 체험 후기를 알려드립니다.,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,고양이 사료,S,4
13-cat-food-cat-food-homemade,13-cat-food,13,cat-food-homemade,고양이 사료 자사제,고양이 사료 자사제 방법: 집에서 직접 만드는 법,howto,howto,고양이 사료를 집에서 직접 만드는 방법을 알려드립니다.,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,고양이 사료,S,5
13-cat-food-cat-food-ingredient-check,13-cat-food,13,cat-food-ingredient-check,고양이 사료 성분 체크하는 법,고양이 사료 성분 어떻게 확인할까? 칼로리·영양소 분석 방법,howto,howto,고양이 사료 성분을 정확하게 확인하는 단계별 방법,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,고양이 사료,S,6
13-cat-food-cat-food-spoilage-check,13-cat-food,13,cat-food-spoilage-check,고양이 사료 변질 확인법,고양이 사료 변질 여부 확인하기: 냄새·색상·날짜 검사 방법,howto,howto,고양이 사료가 상했는지 확인하는 3가지 방법,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,고양이 사료,S,7
13-cat-food-cat-food-storage,13-cat-food,13,cat-food-storage,고양이 사료 보관법,고양이 사료 보관법: 신선하게 유지하는 방법,howto,tip,고양이 사료를 신선하게 보관하는 방법을 알려드립니다.,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,고양이 사료,S,8
13-cat-food-cat-food-storage-method,13-cat-food,13,cat-food-storage-method,고양이 사료 보관 장소,고양이 사료 올바른 보관법: 습기·온도·광선 관리 방법,howto,tip,고양이 사료를 신선하게 유지하는 보관 팁,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,고양이 사료,S,9
13-cat-food-cat-food-urinary-health,13-cat-food,13,cat-food-urinary-health,고양이 사료 소변 건강 관리,고양이 사료로 소변 건강 관리: 결석·감염 예방법,howto,tip,소변 건강을 관리하는 고양이 사료 선택 방법,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,고양이 사료,S,10
13-cat-food-cat-food-weight-management,13-cat-food,13,cat-food-weight-management,고양이 사료 무게 관리,고양이 사료 양 조절법: 무게 증가 방지 및 건강한 식습관,howto,tip,고양이의 무게를 관리하는 사료 양 조절 팁,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,고양이 사료,S,11
13-cat-food-cat-weight-management,13-cat-food,13,cat-weight-management,고양이 사료 무게 증가 관리법,고양이 사료로 체중 관리하는 방법,howto,tip,고양이 사료로 체중을 관리하는 방법을 설명합니다.,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,고양이 사료,S,12
13-dog-training-dog-barking-habit-fix,13-dog-training,13,dog-barking-habit-fix,강아지 짖는 습관 고치는 법,강아지 짖는 습관 고치는 법 | 과도한 짖음 해결 방법,howto,tip,강아지가 과도하게 짖는 습관을 고치는 방법을 안내합니다.,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 훈련,S,1
13-dog-training-dog-impulsive-habit-fix,13-dog-training,13,dog-impulsive-habit-fix,강아지 충동성 습관 고치는 법,강아지 충동성 습관 고치는 법 | 충동적인 행동을 줄이는 방법,howto,tip,강아지가 충동성 습관을 고치는 방법을 안내합니다.,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 훈련,S,2
13-dog-training-dog-jumping-habit-fix,13-dog-training,13,dog-jumping-habit-fix,강아지 무단 흔들어 대는 습관 고치는 법,강아지 무단 흔들어 대는 습관 고치는 법 | 손님과 친절하게 지내는 방법,howto,tip,강아지가 무단으로 흔들어 대는 습관을 고치는 방법을 안내합니다.,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 훈련,S,3
13-dog-training-dog-potty-training-retry,13-dog-training,13,dog-potty-training-retry,강아지 배변 훈련 실패 시 재훈련,강아지 배변 훈련 실패 시 재훈련 하는 방법,howto,howto,강아지 배변 훈련 실패 시 재훈련 하는 방법을 알려드립니다.,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 훈련,S,4
13-dog-training-dog-reaction-control-training,13-dog-training,13,dog-reaction-control-training,강아지 산책 중 다른 강아지 만날 때 반응 조절 훈련,강아지 산책 중 다른 강아지 만날 때 반응 조절 훈련 방법,howto,howto,강아지 산책 중 다른 강아지 만날 때 반응 조절 훈련 방법을 소개합니다.,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 훈련,S,5
13-dog-training-dog-separation-anxiety-training,13-dog-training,13,dog-separation-anxiety-training,강아지 혼자 있는 분리 불안훈련,강아지 혼자 있는 분리 불안 훈련 방법,howto,howto,강아지 혼자 있는 분리 불안 훈련하는 방법을 알려드립니다.,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 훈련,S,6
13-dog-training-dog-training-dangerous-habit-correction,13-dog-training,13,dog-training-dangerous-habit-correction,강아지 훈련 시 위험한 습관 교정,강아지 훈련 시 위험한 습관 교정 방법,howto,howto,강아지 훈련 시 위험한 습관을 교정하는 방법을 안내합니다.,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 훈련,S,7
13-dog-training-dog-training-effective-treat-usage,13-dog-training,13,dog-training-effective-treat-usage,강아지 훈련 시 가장 효과적인 간식 사용법,강아지 훈련 시 가장 효과적인 간식 사용법과 팁,howto,tip,강아지 훈련 시 가장 효과적인 간식 사용법과 팁을 알려드립니다.,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 훈련,S,8
13-dog-training-dog-training-failure-handling,13-dog-training,13,dog-training-failure-handling,강아지 훈련 시 실패 시 대처법,강아지 훈련 시 실패 시 대처법과 팁,howto,tip,강아지 훈련 시 실패 시 대처법과 팁을 안내합니다.,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 훈련,S,9
13-dog-training-dog-training-important-overlooked-parts,13-dog-training,13,dog-training-important-overlooked-parts,강아지 훈련 시 가장 중요하지만 간과하기 쉬운 부분,강아지 훈련 시 가장 중요하지만 간과하기 쉬운 부분과 팁,howto,tip,강아지 훈련 시 가장 중요하지만 간과하기 쉬운 부분과 팁을 안내합니다.,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 훈련,S,10
13-pet-care-tips-cat-adoption-checklist,13-pet-care-tips,13,cat-adoption-checklist,고양이 입양 전 꼼꼼히 확인할 사항,고양이 입양 전 꼼꼼히 확인해야 할 점,checklist,tip,고양이를 입양하기 전에 꼭 확인해야 할 사항을 알려드립니다.,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,펫 케어 팁,S,1
13-pet-care-tips-cat-beach-travel,13-pet-care-tips,13,cat-beach-travel,고양이 바다여행 필수템과 안전팁,고양이 바다여행 필수템과 안전 관리 팁,howto,tip,고양이와 함께 바다 여행할 때 필요한 필수템과 안전 환경을 만드는 방법을 알려드립니다.,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,펫 케어 팁,S,2
13-pet-care-tips-cat-dental-care,13-pet-care-tips,13,cat-dental-care,고양이 이빨 관리,고양이 이빨 관리 방법과 주의사항,howto,tip,고양이 이빨 관리에 대한 실용적인 조언,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,펫 케어 팁,S,3
13-pet-care-tips-cat-hair-management-without-bath,13-pet-care-tips,13,cat-hair-management-without-bath,고양이 목욕 없이 털 관리법,고양이 목욕 없이 털 관리하는 방법,howto,howto,고양이 목욕 없이 효과적인 털 관리 기법,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,펫 케어 팁,S,4
13-pet-care-tips-cat-hairball-prevention,13-pet-care-tips,13,cat-hairball-prevention,고양이 털실림 방지법,고양이 털실림을 예방하는 방법과 조언,howto,tip,고양이 털실림을 방지하는 실용적인 방법,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,펫 케어 팁,S,5
13-pet-care-tips-cat-litter-training,13-pet-care-tips,13,cat-litter-training,고양이 화장실 교육,고양이 화장실 교육 성공하는 꿀팁,howto,tip,고양이 화장실 교육 방법을 단계별로 안내,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,펫 케어 팁,S,6
13-pet-care-tips-cat-new-home-syndrome,13-pet-care-tips,13,cat-new-home-syndrome,고양이 새집 증후군 극복하기,고양이 새집 증후군 극복하는 팁,howto,tip,고양이의 새집 증후군을 극복하는 방법을 알려드립니다.,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,펫 케어 팁,S,7
13-pet-care-tips-cat-separation-anxiety-tips,13-pet-care-tips,13,cat-separation-anxiety-tips,고양이 분리 불안증 대처법,고양이 분리 불안증을 완화하는 방법,howto,tip,고양이 분리 불안증을 완화하는 조언,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,펫 케어 팁,S,8
13-pet-care-tips-cat-stress-relief,13-pet-care-tips,13,cat-stress-relief,고양이 스트레스 해소법,고양이 스트레스를 줄이는 실용적인 방법,howto,tip,고양이 스트레스를 해소하는 팁,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,펫 케어 팁,S,9
13-pet-care-tips-cat-stretching-neck-prevention,13-pet-care-tips,13,cat-stretching-neck-prevention,고양이 목매는 습관 완화방법,고양이 목매는 습관 완화하는 방법,howto,howto,고양이 목매는 습관 줄이는 효과적인 방법,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,펫 케어 팁,S,10
13-pet-hospital-dog-vaccination-schedule,13-pet-hospital,13,dog-vaccination-schedule,강아지 예방접종 일정표,강아지 예방접종 일정표와 유의사항,howto,howto,강아지 예방접종 시기와 주의사항,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,반려동물 병원,A,1
13-pet-hospital-cat-leg-injury-first-aid,13-pet-hospital,13,cat-leg-injury-first-aid,고양이 다리 다쳤을 때 응급처치,고양이 다리 다쳤을 때 응급처치: 집에서 할 수 있는 방법,howto,howto,고양이 다리 다쳤을 때 응급처치 방법과 주의사항,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,반려동물 병원,A,2
13-pet-hospital-cat-obesity-checklist,13-pet-hospital,13,cat-obesity-checklist,고양이 비만 체크 리스트,고양이 비만 체크 리스트와 건강 관리 방법,checklist,tip,고양이 비만 체크 리스트와 건강 관리 방법,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,반려동물 병원,A,3
13-pet-hospital-cat-seizure-medicine-side-effect,13-pet-hospital,13,cat-seizure-medicine-side-effect,고양이 간질약 부작용,고양이 간질약 부작용과 주의사항,howto,howto,고양이 간질약 부작용과 주의사항,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,반려동물 병원,A,4
13-pet-hospital-dog-seizure-emergency,13-pet-hospital,13,dog-seizure-emergency,강아지 간질발작 응급조치,강아지 간질발작 응급조치 방법과 주의사항,howto,howto,강아지 간질발작 발생 시 응급조치 방법과 주의사항,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,반려동물 병원,A,5
13-pet-hospital-pet-emergency-room-checklist,13-pet-hospital,13,pet-emergency-room-checklist,반려동물 응급실 가기 전 체크리스트,반려동물 응급실 가기 전 체크리스트: 필수 준비물,checklist,tip,반려동물 응급실 방문 전 체크리스트와 준비물,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,반려동물 병원,A,6
13-pet-hospital-cat-allergy-diagnosis,13-pet-hospital,13,cat-allergy-diagnosis,고양이 알레르기 진단 방법,고양이 알레르기 진단 방법과 치료 옵션,howto,howto,고양이 알레르기 진단 방법과 치료 옵션,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,92,,1,펫,반려동물 병원,A,7
13-pet-hospital-cat-seizure-emergency,13-pet-hospital,13,cat-seizure-emergency,고양이 간질 응급처치 방법,고양이 간질 응급처치 방법과 병원 가기 전 체크리스트,howto,howto,고양이 간질 응급처치 방법과 병원 가기 전 체크리스트,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,92,,1,펫,반려동물 병원,A,8
